STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
2203;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Danh sách A sẽ như thế nào sau các lệnh sau?;>>> A = [2, 3, 5, 6]~>>> A. append(4)~>>> del (A[2])~ 2, 3, 4, 5, 6, 4.~ 2, 3, 4, 5, 6.~ 2, 4, 5, 6.~ 2, 3, 6, 4.;D. 2, 3, 6, 4.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2204;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Kết quả của chương trình sau là gì?;"A = [2, 3, 5, ""python"", 6]~append(4)~append(2)~append(""x"")~del(A[2])~print(len(A))~ 5.~ 6.~ 7.~ 8.";C. 7.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2205;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Cho arr = [‘xuan’, ‘hạ’, 1. 4, ‘đông’, ‘3’, 4.5, 7]. Đâu là giá trị của arr[3]?; 1.4.~ đông.~ hạ.~ 3. (5 câu);B. đông.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2206;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Hãy hình dung, nhóm em dùng một danh sách trong Python để lưu trữ và quản lí danh sách các bạn trong Câu lạc bộ Lập trình của lớp em. Trong tình huống ấy, nhóm em mong muốn Python cung cấp sẵn những công cụ nào ở dạng hàm để dễ thực hiện việc quản lí danh sách câu lạc bộ?; Hàm bổ sung tên, phần tử vào cuối danh sách~ Hàm bổ sung vị trí bất kì trong danh sách~ Hàm sắp xếp danh sách theo một thứ tự giảm dần hoặc tăng dần.~ Cả A, B, C;D. Cả A, B, C;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2207;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Camera đặt cạnh trạm thu phí đường cao tốc ghi nhận nhiều thông tin, trong đó có mảng số nhận dạng loại ô tô đi qua. Mỗi loại ô tô được mã hóa thành một số nguyên dương. Cho dãy số, mỗi số là mã hóa về loại của một ô tô đi qua trạm thu phí. Em hãy viết chương trình nhập dãy số mã hóa xe vào từ bàn phím và đưa ra màn hình số loại xe khác nhau đã được nhận dạng.;~;C.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2208;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau thực hiện công việc gì?;>>> S = 0~>>> for i in range(len(A))~if A[i] > 0:~S = S + A[i]~>>> print(S)~ Duyệt từng phần tử trong A.~ Tính tổng các phần tử trong A.~ Tính tổng các phần tử không âm trong A.~ Tính tổng các phần tử dương trong A.;D. Tính tổng các phần tử dương trong A.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2209;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Hoàn thiện chương trình tính tích các phần tử dương trong danh sách A.;>>> S = (…)~>>> for i in range(len(A)):~(…)~S = S * A[i]~>>> print(S)~ 1, if A[i] > 0:.~ 0, if A[i] > 0:.~ 1, if A[i] >= 0.~ 0, if A[i] > 0.;A. 1, if A[i] > 0:.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2210;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau thực hiện công việc gì?;A=[]~for i in range(1, 1001):~if(i % 7 == 0) and (i % 5 !=0):~append(str(i))~print(','.join(A))~ Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000.~ Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000 và chuỗi thu được in trên một dòng, có dấu “,” ngăn cách giữa các số.~ Tìm tất cả các số chia hết cho 7 và là bội số của 5, nằm trong đoạn 1 và 1000.~ Tìm tất cả các số không chia hết cho 7 nhưng là phải bội số của 5, nằm trong đoạn 1 và 1000.~ ĐÁP ÁN (5 câu);B. Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000 và chuỗi thu được in trên một dòng, có dấu “,” ngăn cách giữa các số.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2211;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Công cụ Debug dùng để; Chạy chương trình.~ Lưu chương trình.~ Mở chương trình.~ Gỡ lỗi.;D. Gỡ lỗi.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2212;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Đâu là mô tả đúng về lỗi ngữ nghĩa?; lỗi câu lệnh viết không theo đúng quy định của ngôn ngữ lập trình.~ lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện được. Lỗi này sẽ được thông báo ngay trên màn hình.~ lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.~ Đáp án khác.;C. lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2213;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Có mấy loại lỗi khi lập trình?; 1~ 2~ 3~ 4;C. 3;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2214;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để kiểm thử những trường hợp thường gặp trong thực tế ta chọn bộ dữ liệu như thế nào?; Có kích thước đủ nhỏ.~ Có kích thước lớn.~ Có kích thước lớn nhất có thể.~ Có kích thước bất kì.;A. Có kích thước đủ nhỏ.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2215;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Hệ thống sẽ báo lỗi nào trong các lỗi sau?; Lỗi cú pháp~ Lỗi ngoại lệ (Exceptions Error)~ Lỗi ngữ nghĩa~ Cả A và B;D. Cả A và B;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2216;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Phát biểu nào sau đây là đúng về lỗi ngoại lệ?; Là lỗi câu lệnh viết không theo đúng quy định của ngôn ngữ.~ Là lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện.~ Là lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.~ Tất cả các lỗi trên.;B. Là lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2217;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để kiểm thử chương trình có bao nhiêu nhóm dữ liệu khác nhau cần tạo ra; 1~ 2~ 3~ 4;C. 3;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2218;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Đâu là lỗi khi lập trình?; Lỗi cú pháp~ Lỗi ngoại lệ (Exceptions Error)~ Lỗi ngữ nghĩa~ Tất cả các đáp án trên;D. Tất cả các đáp án trên;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2219;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Bộ dữ liệu kiểm thử (test) có những tính chất gì?; Tính chất phát hiện lỗi của chương trình.~ Cần có càng nhiều càng tốt.~ Cần được sinh ngẫu nhiên và phủ kín các trường hợp biên của dữ liệu đầu vào bài toán.~ Không cần có tính chất gì.;C. Cần được sinh ngẫu nhiên và phủ kín các trường hợp biên của dữ liệu đầu vào bài toán.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2220;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Đâu là mô tả đúng về lỗi cú pháp?; Lỗi câu lệnh viết không theo đúng quy định của ngôn ngữ lập trình.~ Lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện được. Lỗi này sẽ được thông báo ngay trên màn hình.~ Lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.~ Đáp án khác.;A. Lỗi câu lệnh viết không theo đúng quy định của ngôn ngữ lập trình.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2221;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Phát biểu nào sau đây là đúng về lỗi ngữ nghĩa?; Là lỗi câu lệnh viết không theo đúng quy định của ngôn ngữ.~ Là lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện.~ Là lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.~ Tất cả các lỗi trên.;C. Là lỗi mặc dù các câu lệnh viết đúng quy định của ngôn ngữ nhưng sai trong thao tác xử lí nào đó.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2222;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Khẳng định nào sau đây là sai?; Lỗi ngữ nghĩa là lỗi khó phát hiện nhất.~ Ngôn ngữ lập trình Python cung cấp công cụ Debug để gỡ lỗi .~ Lỗi ngoại lệ là lỗi xảy ra khi chương trình đang chạy, một lệnh nào đó không thể thực hiện. Lỗi này sẽ được hiển thị ngay trên màn hình.~ Truy vết để tìm lỗi là một quá trình vô cùng đơn giản, không tốn thời gian.;D. Truy vết để tìm lỗi là một quá trình vô cùng đơn giản, không tốn thời gian.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
2223;Cánh diều;BÀI 16: KIỂM THỬ VÀ GỠ LỖI CHƯƠNG TRÌNH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Điểm dừng (break point) trong các phần mềm soạn thảo lập trình có ý nghĩa gì?; Đó là vị trí chương trình chạy tới đó thì kết thúc.~ Đó là vị trí chương trình dừng lại để người lập trình quan sát phát hiện lỗi.~ Đó là vị trí chương trình mỗi khi chạy đến dòng lệnh đó sẽ kêu pip pip.~ Đó là vị trí chương trình tạm dừng, người lập trình sẽ quan sát các biến của chương trình và có thể điều khiển để chương trình tiếp tục chạy.;D. Đó là vị trí chương trình tạm dừng, người lập trình sẽ quan sát các biến của chương trình và có thể điều khiển để chương trình tiếp tục chạy.;F5~F6;Phát hiện và có thể sửa được lỗi của chương trình.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản
