STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
673;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Hãy sửa lỗi cho chương trình sau? def f(): n = n + return n n = 15 a = f() print(a);Đưa n vào hàm số khi khai báo hàm f().~Khai báo biến n là global trong hàm f().~Sử dụng cách sửa A hoặc B đều đúng.~Cách sửa A và B không đúng.; Sử dụng cách sửa A hoặc B đều đúng.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
674;Kết nối tri thức;Phạm vi của biến;F;Nhận biết;Nếu muốn biến bên ngoài vẫn có tác dụng bên trong hàm thì cần khai báo lại biến này bên trong hàm với từ khoá nào?; global.~def.~Không thể thực hiện~all.;global.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
675;Kết nối tri thức;Phạm vi của biến;F;Vận dụng;"Kết quả của chương trình sau là bao nhiêu? def kq(name): s = ""Tôi tên là: "" s = s+ name return s print(kq(""Xuân""))";" ""Tôi tên là: "".~""Xuân"".~""Tôi tên là: Xuân"".~Chương trình bị lỗi";"""Tôi tên là: Xuân"".";F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
676;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Kiểu tham số khả biến gồm các kiểu nào?;Số nguyên, số thực, chuỗi và bộ (tuble).~Danh sách (list), tập hợp (set), từ điển (dict).~Số nguyên, tập hợp (set), từ điển (dict).~Số thực, danh sách (list).; Danh sách (list), tập hợp (set), từ điển (dict).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
677;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Kết quả nào được in ra khi thực hiện các câu lệnh sau: >>>def f(x, y): a = x + y print(a + n) >>>n = 5 >>>f( , 3); 5.~10.~2.~Chương trình bị lỗi.;10.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
678;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Đoạn chương trình sau có lỗi không? m, n = 10, 4 def f(a): k = n + m + a return k f(5);Có lỗi tại dòng lệnh def f(a):.~Không có lỗi.~Có lỗi tại dòng lệnh return k.~Đáp án khá ; Không có lỗi.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
679;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Giá trị của x, y là bao nhiêu khi thực hiện lệnh f(1, 3) >>> x, y = 3, 4 >>> def f(x, y): x = x + y y = y + return x; 2, 3.~4, 5.~5, 4.~3, 4.;3, 4.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
680;Kết nối tri thức;Phạm vi của biến;F;Nhận biết;Đâu là chương trình đúng khi hàm với đầu vào là lis; def Select(A,x): B = for k in range(len(A)): if A k >= x: append(A k ) Return B~def Select(A,x): B = for k inrange(len(A)): if A k >= x: append(A k ) Return B~def Select(A,x): B = for k is range(len(A)): if A k >= x: append(A k ) Return B~def Select(A,x) B = for k in range(len(A)): if A k >= x: append(A k ) Return B;def Select(A,x): B = for k in range(len(A)): if A k >= x: append(A k) Return B;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
681;Kết nối tri thức;Phạm vi của biến;F;Vận dụng;Cho biết kết quả của chương trình sau: def changeme(mylist): mylist.append([1, ,3,4]) mylist = [10, 0,30] changeme( mylist) print(mylist); 10, 20, 30 .~10, 20, 30, 1, 2, 3, 4 .~1, 2, 3, 4 .~10, 20, 30, 1, 2, 3, 4 .; 10, 20, 30, 1, 2, 3, 4.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
682;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;"Kết quả của chương trình sau là bao nhiêu? s = ""Hôm nay tôi đi học "" def kq(name): s = ""Hello World"" s = s + “!!!” return s print(s)";" ""Hôm nay tôi đi học "".~""Hello World"".~""Hello World!!!"".~Chương trình bị lỗi.";"""Hôm nay tôi đi học "".";F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
683;Kết nối tri thức;Phạm vi của biến;F;Vận dụng;Kết quả của chương trình sau là: def add(x,y): print(x+y) x=15 add(x ,10) add(x,x) y= 0 add(x,y); 25, 35, 30.~35, 30, 25.~25, 30, 35.~Chương trình bị lỗi.;25, 30, 35.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
684;Kết nối tri thức;Phạm vi của biến;F;Nhận biết;Mệnh đề nào dưới đây phát biểusaivề phạm vi tác dụng của biến trong Python?;Biến được khai báo bên trong hàm chỉ có tác dụng trong hàm đó, không có tác dụng bên ngoài.~Biến được khai báo bên ngoài hàm sẽ không có tác dụng bên trong hàm như một biến.~Biến khai báo bên ngoài nếu muốn có tác dụng bên trong hàm thì cần khai báo lại trong hàm với từ khóa global.~Biến trong Python khi đã được khai báo sẽ có tác dụng trong tất cả các hàm và bên ngoài.; Biến trong Python khi đã được khai báo sẽ có tác dụng trong tất cả các hàm và bên ngoài.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
685;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Giá trị của a, b là bao nhiêu khi thực hiện lệnh f( , 5) >>> a, b = 0, >>> def f(a, b): a = a * b b = b // return a + b; 10, 2.~10, 1.~2, 5.~0, 1.;0, 1.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
686;Kết nối tri thức;Phạm vi của biến;F;Vận dụng;Cho đoạn chương trình sau: def h(a1,b1): s=a1-b return s a,b=map(int,input().split()) t=h(a,b) print(t) Trong đoạn chương trình trên s được gọi là;Tên hàm.~Tham số hình thứ~Tham số thực sự.~Biến cục bộ.; Biến cục bộ.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
687;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;"Chương trình sau bị lỗi ở dòng lệnh thứ bao nhiêu? def msg(): a=10 print(""Gia tri cua a la"",a) return msg() print a"; 4.~5.~3.~Không có lỗi.;5.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
688;Kết nối tri thức;Phạm vi của biến;F;Thông hiểu;Trong Python biến được khai báo và sử dụng bên trong một hàm được gọi là gì?;Biến địa phương.~Biến riêng.~Biến tổng thể.~Biến thông thường.;Biến địa phương.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
689;Kết nối tri thức;Phạm vi của biến;F;Vận dụng;"Kết quả của chương trình này là bao nhiêu? s = ""Tôi tên là: "" def kq(name): s = s+ name print(kq(""Long""))"; “Tôi tên là: Long”.~“Long”.~“Tôi tên là: ”.~Chương trình bị lỗi.;Chương trình bị lỗi.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
